x,fraction,onset
335.294117647059,0.176470588235294,7.14966667816043
558.823529411765,0.5,4.2361999489367
1005.88235294118,0.611111111111111,2.03238331476847
1452.94117647059,0.133333333333333,4.50610001881917
1676.47058823529,0.142857142857143,5.75137499173482
1900,0.25,5.03040833473206
3241.17647058824,0.0555555555555556,7.28295001983643
3688.23529411765,0.4,5.17353334464133
111.764705882353,0.333333333333333,6.13346669822931
3688.23529411765,1,3.00326658412814
335.294117647059,0.2,5.94161666929722
558.823529411765,0.5,7.15948339551687
782.352941176471,0.333333333333333,3.99503348395228
111.764705882353,1,4.16659997776151
335.294117647059,0.2,5.77216660603881
558.823529411765,0.2,4.23456665128469
1005.88235294118,0.333333333333333,4.7254750225693
1229.41176470588,0.666666666666667,3.76804170608521
3241.17647058824,1,5.32866653054953
3688.23529411765,0.4,4.4570248760283
111.764705882353,0.375,5.11766105890274
335.294117647059,0.5,5.08306670933962
558.823529411765,0.2,5.58933332562447
782.352941176471,0.333333333333333,4.63290830142796
1005.88235294118,0.142857142857143,6.13346669822931
1452.94117647059,1,5.30293334325155
1676.47058823529,1,3.88653332392375
2794.11764705882,0.333333333333333,6.08288342133164
111.764705882353,0.5,3.47599158994853
335.294117647059,0.333333333333333,3.96449997089803
558.823529411765,1,7.83870002254844
782.352941176471,0.5,5.44285831041634
1005.88235294118,0.6,3.93555549904704
1229.41176470588,0.5,5.18048336729407
1676.47058823529,0.5,5.13353335062663
2123.52941176471,1,4.75589996973673
2347.05882352941,0.666666666666667,5.05008330345154
2570.58823529412,0.285714285714286,4.43724166552226
2570.58823529412,1,4.24793327227235
2794.11764705882,1,4.54341670498252
3688.23529411765,0.5,3.14940003678203
111.764705882353,0.666666666666667,6.00936660766602
335.294117647059,0.583333333333333,5.24085706632052
782.352941176471,1,5.1345332711935
1229.41176470588,0.285714285714286,3.81115011870861
1452.94117647059,0.571428571428571,5.06737507414073
1676.47058823529,0.5,5.28699992224574
1900,0.588235294117647,4.23474159836769
2123.52941176471,0.2,5.58933332562447
2570.58823529412,0.5,3.61365549266338
2794.11764705882,0.4,6.0311624844869
3017.64705882353,0.5,5.81106665929158
3241.17647058824,0.333333333333333,3.26093331972758
3464.70588235294,1,3.4006999651591
3688.23529411765,0.333333333333333,5.72773329416911
2347.05882352941,0.5,5.26411665603518
2570.58823529412,0.75,3.83298335596919
2794.11764705882,0.666666666666667,5.23988323286176
3241.17647058824,0.333333333333333,3.56770008802414
3688.23529411765,0.5,6.6601499542594
111.764705882353,0.357142857142857,4.6224749693647
335.294117647059,0.333333333333333,6.51750005086263
1229.41176470588,0.307692307692308,4.36225840821862
1452.94117647059,0.333333333333333,5.52987786009908
1676.47058823529,1,3.91242488287389
1900,0.5,3.72666656970978
2123.52941176471,0.8,3.99656665977091
2347.05882352941,0.5,3.72658325359225
2570.58823529412,0.75,5.66417223612468
3017.64705882353,0.5,3.68333336512248
3241.17647058824,0.5,4.10103333791097
3464.70588235294,0.3,3.73448331620958
3688.23529411765,0.75,3.90887219111125
2123.52941176471,1,4.92549162358046
2794.11764705882,0.571428571428571,4.426837451756
3017.64705882353,0.666666666666667,4.66617506928742
3241.17647058824,0.333333333333333,6.03281663730741
3464.70588235294,0.3,5.29225001111627
3688.23529411765,0.583333333333333,4.82085469844086
111.764705882353,0.333333333333333,3.4034666698426
335.294117647059,0.428571428571429,6.84080551995171
1005.88235294118,0.5,4.91938339546323
1229.41176470588,0.466666666666667,3.86604523818408
1452.94117647059,0.875,4.39025714965094
1676.47058823529,1,3.85275004704793
2123.52941176471,1,4.86713333129883
2347.05882352941,0.666666666666667,4.50182496706645
2570.58823529412,0.25,4.03363329569499
1900,1,4.24793327227235
2123.52941176471,0.333333333333333,5.48115011304617
2347.05882352941,1,3.90774987637997
2570.58823529412,0.571428571428571,4.25757493358105
2794.11764705882,0.571428571428571,4.69374168198556
3241.17647058824,1,6.11089998856187
111.764705882353,0.428571428571429,4.90646112230089
558.823529411765,0.5,4.27043333053589
782.352941176471,0.5,3.00396668116252
1229.41176470588,0.5,3.1867333094279
1900,1,5.43207499198616
2123.52941176471,0.666666666666667,4.51164990663528
2347.05882352941,0.5,3.56770008802414
3241.17647058824,1,3.17520001729329
3464.70588235294,0.5,4.43988332748413
3688.23529411765,0.714285714285714,4.39279000600179
111.764705882353,1,3.73943328857422
335.294117647059,0.333333333333333,4.03363329569499
1452.94117647059,1,4.81252217665315
1676.47058823529,1,4.67275008559227
1900,1,4.61821658536792
2570.58823529412,0.5,3.16945834159851
2794.11764705882,0.666666666666667,3.42725416819255
1229.41176470588,0.333333333333333,5.09471654891968
1452.94117647059,1,4.67275008559227
1676.47058823529,0.25,6.03281663730741
2123.52941176471,1,5.45590000152588
1005.88235294118,1,5.77233332209289
1229.41176470588,1,5.44766116887331
